"","D3: national cups_goal","D3: national cups_miss","D3: national cups_save","D3: top five_goal","D3: top five_miss","D3: top five_save","D3: other cups_goal","D3: other cups_miss","D3: other cups_save","D3: international cups_goal","D3: international cups_miss","D3: international cups_save","D3: international sides_goal","D3: international sides_miss","D3: international sides_save","D2: national cups","D2: top five","D2: other cups","D2: international cups","D2: international sides"
"rate",74.79,9.99,15.21,74.64,9.62,15.73,74.85,10.14,15,79.3,5.47,15.23,70.1,10.31,19.59,74.64,74.55,74.68,78.6,69.53
