"","goal_D2_regulation","goal_D2_extra","goal_D2_shootout","goal_D3_regulation","goal_D3_extra","goal_D3_shootout","save_D3_regulation","save_D3_extra","save_D3_shootout","miss_D3_regulation","miss_D3_extra","miss_D3_shootout"
"rate",81.58,86.38,74.64,81.88,88.2,74.81,13.33,7.87,15.27,4.79,3.93,9.92
