"","D3: national cups_goal","D3: national cups_miss","D3: national cups_save","D3: top five_goal","D3: top five_miss","D3: top five_save","D3: other cups_goal","D3: other cups_miss","D3: other cups_save","D3: international cups_goal","D3: international cups_miss","D3: international cups_save","D3: international sides_goal","D3: international sides_miss","D3: international sides_save","D2: national cups","D2: top five","D2: other cups","D2: international cups","D2: international sides"
"rate",88.14,4.07,7.8,87.14,2.86,10,88.44,4.44,7.11,100,0,0,66.67,0,33.33,86.26,84.93,86.67,100,66.67
