"","D3: national cups_goal","D3: national cups_miss","D3: national cups_save","D3: top five_goal","D3: top five_miss","D3: top five_save","D3: other cups_goal","D3: other cups_miss","D3: other cups_save","D3: international cups_goal","D3: international cups_miss","D3: international cups_save","D3: international sides_goal","D3: international sides_miss","D3: international sides_save","D2: national cups","D2: top five","D2: other cups","D2: international cups","D2: international sides"
"rate",84.78,4,11.22,82.76,4.21,13.04,85.26,3.95,10.79,80.72,5.96,13.32,80.28,6.57,13.15,84.13,82.29,84.57,79.8,80.28
